am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,TUR,21644,,,"Acikalin, Leon",41124,58,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-04-30 14:30', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-01 09:15', 'wave': 'early'}]",,2026116
0,SCO,34024,,,"Adam, Cameron",107390,55,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 14:20', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 09:05', 'wave': 'early'}]",90,2026116
0,THA,12321,343.0,363.0,"Aphibarnrat, Kiradech",37259,161,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-04-30 08:15', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-01 13:30', 'wave': 'late'}]",97,2026116
0,ENG,17813,175.0,173.0,"Armitage, Marcus",36452,119,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 13:10', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 07:55', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 3, 'start_hole': 1, 'teetime': '2026-05-02 08:50', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 4, 'start_hole': 1, 'teetime': '2026-05-03 08:30', 'wave': 'late'}]",23,2026116
0,ESP,23236,,,"Arnaus, Adri",41721,48,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 14:20', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 09:05', 'wave': 'early'}]",163,2026116
1,TUR,26277,,,"Aslan, Tarik",43317,17,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-04-30 14:10', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-01 08:55', 'wave': 'early'}]",,2026116
0,ESP,30445,66.0,107.0,"Ayora, Angel",101547,315,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 07:35', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 12:50', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 3, 'start_hole': 10, 'teetime': '2026-05-02 07:10', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 4, 'start_hole': 1, 'teetime': '2026-05-03 07:10', 'wave': 'early'}]",21,2026116
0,ENG,28615,360.0,334.0,"Bairstow, Sam",100418,76,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-04-30 08:05', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-01 13:20', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 3, 'start_hole': 1, 'teetime': '2026-05-02 09:00', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 4, 'start_hole': 1, 'teetime': '2026-05-03 07:50', 'wave': 'early'}]",95,2026116
0,ENG,13344,,,"Baldwin, Matthew",33455,54,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 08:45', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 14:00', 'wave': 'late'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 3, 'start_hole': 10, 'teetime': '2026-05-02 07:40', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 4, 'start_hole': 1, 'teetime': '2026-05-03 08:10', 'wave': 'late'}]",149,2026116
0,SWE,23620,,,"Bergstrom, Albin",43365,49,"[{'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-04-30 08:45', 'wave': 'early'}, {'course_code': '', 'course_name': 'National GC', 'course_num': 4817, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-01 14:00', 'wave': 'late'}]",,2026116
